latitude,longitude,speed_kmh,time_of_day,distance_from_corridor,is_anomaly
25.31224,91.750939,56.7,10,29.7,0
25.422008,91.810882,2.0,13,130.8,0
25.501182,91.854007,22.4,15,48.1,0
25.394793,91.79609,21.8,7,99.0,0
25.559311,91.880803,19.1,9,84.3,0
25.420562,91.811213,23.8,13,20.5,0
25.330644,91.761693,15.2,14,21.8,0
25.457433,91.831476,7.5,7,42.0,0
25.280869,91.73727,18.0,9,38.4,0
25.572639,91.889717,26.7,16,3.6,0
25.414273,91.807726,26.9,10,19.8,0
25.57158,91.890709,28.8,15,151.9,0
25.417051,91.807982,13.2,10,145.0,0
25.335115,91.763712,27.0,7,23.4,0
25.380186,91.788499,31.8,12,47.9,0
25.333582,91.76317,29.0,9,6.7,0
25.480093,91.845289,4.4,11,77.1,0
25.372035,91.78316,23.4,16,126.9,0
25.425547,91.815551,2.3,12,132.1,0
25.523176,91.862844,22.9,9,44.0,0
25.540325,91.869861,35.0,10,32.0,0
25.369033,91.782204,14.1,10,57.6,0
25.472384,91.841013,14.9,16,77.8,0
25.299899,91.746254,8.9,11,81.2,0
25.453834,91.830383,29.0,7,46.3,0
25.430655,91.816979,28.8,11,5.0,0
25.409995,91.806395,19.5,12,82.0,0
25.549809,91.875133,27.3,15,76.5,0
25.437368,91.820861,5.1,9,9.8,0
25.480808,91.844164,16.1,15,71.0,0
25.549654,91.875982,17.6,9,13.3,0
25.339664,91.766509,34.4,14,2.8,0
25.340827,91.767398,21.8,15,26.4,0
25.51708,91.860931,22.0,8,10.2,0
25.338718,91.765874,28.0,9,7.8,0
25.426446,91.814897,22.5,11,19.9,0
25.543472,91.871955,16.1,9,13.9,0
25.35641,91.775011,23.5,15,75.1,0
25.317367,91.7539,34.6,15,18.8,0
25.293963,91.742593,23.4,12,19.4,0
25.37663,91.786482,26.8,9,52.0,0
25.368892,91.781171,60.0,16,150.5,0
25.424469,91.813294,15.7,12,29.2,0
25.282533,91.738463,28.2,10,83.6,0
25.475883,91.841049,21.8,8,107.8,0
25.319485,91.754905,32.1,11,35.5,0
25.409522,91.805364,31.3,10,7.2,0
25.375358,91.786646,55.8,8,32.8,0
25.30951,91.749959,20.1,10,18.3,0
25.37855,91.786827,49.0,14,122.3,0
25.50054,91.854482,31.6,14,27.5,0
25.493707,91.851006,34.8,16,49.2,0
25.527264,91.86484,10.0,9,6.7,0
25.331779,91.761852,15.0,11,24.1,0
25.4486,91.827614,19.4,9,59.8,0
25.40123,91.800943,12.9,16,25.3,0
25.448001,91.826715,53.0,15,4.7,0
25.501527,91.854116,4.1,10,51.1,0
25.32135,91.756252,55.4,10,5.2,0
25.536212,91.868464,7.9,12,2.2,0
25.473805,91.840995,60.0,10,0.8,0
25.498569,91.853195,12.1,11,24.0,0
25.357879,91.776347,31.0,14,24.5,0
25.488787,91.849297,16.2,10,2.8,0
25.354741,91.774165,60.0,17,67.2,0
25.545726,91.872951,24.7,7,49.0,0
25.377008,91.786811,27.2,12,40.5,0
25.5578,91.880958,27.5,17,17.6,0
25.531946,91.867258,29.8,8,49.6,0
25.577246,91.891352,39.1,13,113.5,0
25.369652,91.784169,10.4,9,100.2,0
25.401326,91.800659,28.5,15,7.6,0
25.449464,91.827807,15.0,15,31.9,0
25.415069,91.808936,22.7,16,54.9,0
25.440967,91.822709,28.6,7,5.0,0
25.414574,91.807561,15.9,12,52.1,0
25.549184,91.87594,24.1,7,36.3,0
25.388465,91.793079,32.3,9,49.9,0
25.334624,91.763558,25.1,11,11.9,0
25.323236,91.757134,18.6,10,21.3,0
25.381829,91.789828,19.3,11,7.5,0
25.319949,91.756754,22.7,18,119.4,0
25.387977,91.79334,33.7,16,2.0,0
25.574533,91.890814,83.5,2,8.3,1
25.442305,91.823889,44.4,15,37.6,0
25.31266,91.752187,10.6,12,69.0,0
25.448837,91.827437,9.6,14,29.7,0
25.38378,91.790361,18.4,15,61.1,0
25.553073,91.878018,29.4,14,10.0,0
25.55597,91.880744,14.3,10,102.7,0
25.29828,91.744674,22.3,9,5.2,0
25.517406,91.861369,29.0,13,42.0,0
25.566426,91.886285,20.4,15,27.6,0
25.425403,91.814021,19.8,13,9.0,0
25.47305,91.840209,23.4,11,36.5,0
25.470326,91.840264,30.5,12,116.2,0
25.50828,91.856759,8.4,18,57.1,0
25.50942,91.857432,38.5,9,34.8,0
25.383609,91.790931,6.5,9,3.6,0
25.394173,91.797652,22.9,17,86.5,0
25.567116,91.88747,39.3,14,100.7,0
25.567581,91.886148,12.5,11,51.9,0
25.536252,91.868476,47.8,13,2.6,0
25.570831,91.888058,19.2,11,57.4,0
25.341256,91.766607,32.1,13,73.7,0
25.331937,91.762103,59.5,14,8.2,0
25.386692,91.792018,33.6,15,57.2,0
25.424817,91.81394,36.5,11,14.9,0
25.440817,91.823582,11.7,15,88.1,0
25.328651,91.759858,49.0,10,49.0,0
25.493241,91.850897,19.3,9,41.2,0
25.484539,91.847391,19.8,14,41.4,0
25.456339,91.830921,12.9,14,36.8,0
25.563303,91.884807,7.7,17,66.9,0
25.391006,91.793986,16.0,15,99.0,0
25.353832,91.774933,42.5,12,56.6,0
25.408204,91.803444,15.9,13,108.4,0
25.322458,91.757088,5.7,13,16.3,0
25.390531,91.795195,10.1,16,44.3,0
25.293684,91.74265,10.3,16,0.7,0
25.474781,91.8416,5.5,15,5.4,0
25.428621,91.816498,32.8,6,58.1,0
25.41003,91.806784,15.4,9,118.0,0
25.429724,91.816795,60.0,9,27.5,0
25.299485,91.737913,0.4,1,746.7,1
25.332443,91.762286,17.5,16,17.7,0
25.575842,91.891361,29.5,16,31.7,0
25.472367,91.841687,14.5,14,144.3,0
25.282527,91.738868,30.7,16,124.9,0
25.293809,91.742286,25.2,7,43.5,0
25.527131,91.863828,16.1,8,105.9,0
25.364166,91.779689,44.4,14,39.3,0
25.540776,91.871018,6.8,12,52.2,0
25.28707,91.740254,52.7,16,58.1,0
25.317985,91.754301,46.4,10,13.2,0
25.546829,91.874697,34.9,15,53.7,0
25.306324,91.748417,17.8,9,7.3,0
25.474404,91.841381,15.0,12,4.5,0
25.569471,91.888593,127.0,23,71.9,1
25.422511,91.813364,3.1,10,83.5,0
25.543196,91.872378,26.2,10,42.2,0
25.288466,91.741703,24.6,7,141.4,0
25.327145,91.75997,3.8,10,43.4,0
25.392783,91.795899,9.0,13,8.9,0
25.407183,91.803723,5.6,15,26.0,0
25.3816,91.788763,34.7,11,98.7,0
25.553463,91.877566,8.1,12,55.5,0
25.471739,91.839472,29.6,16,37.3,0
25.291849,91.742144,29.5,11,31.6,0
25.578025,91.892425,33.2,15,56.2,0
25.337766,91.765725,23.2,11,29.1,0
25.320236,91.755498,14.7,8,18.3,0
25.517253,91.860016,20.7,9,91.5,0
25.295125,91.742107,28.5,16,121.7,0
25.468057,91.837664,44.1,12,14.2,0
25.321905,91.761162,1.0,0,442.6,1
25.513485,91.858165,83.7,22,127.0,1
25.540977,91.871058,19.6,9,44.4,0
25.313032,91.752237,120.3,10,53.8,1
25.433209,91.818873,14.0,12,41.3,0
25.395418,91.798131,22.0,14,65.9,0
25.424008,91.81383,13.3,16,47.9,0
25.500862,91.85477,14.5,13,43.9,0
25.272862,91.733563,29.3,13,27.9,0
25.506517,91.855345,52.7,14,130.4,0
25.439977,91.822498,19.3,8,28.1,0
25.292661,91.741956,13.8,14,24.5,0
25.433182,91.817815,17.5,9,60.3,0
25.33909,91.76604,7.9,9,11.8,0
25.484928,91.847199,8.8,10,1.6,0
25.361535,91.778912,21.6,12,27.4,0
25.435488,91.819602,15.0,11,11.0,0
25.373786,91.785144,29.7,9,28.4,0
25.338615,91.765791,13.5,10,10.4,0
25.556618,91.880719,31.1,16,63.0,0
25.543907,91.872261,22.9,9,9.9,0
25.500204,91.85344,35.5,16,66.3,0
25.284943,91.739355,19.3,7,64.0,0
25.491402,91.84944,14.3,7,115.9,0
25.456092,91.832115,110.0,13,92.7,1
25.336873,91.764846,35.1,12,8.1,0
25.406504,91.8035,15.3,14,11.0,0
25.52666,91.864266,11.6,15,41.2,0
25.345785,91.770791,28.2,9,88.6,0
25.42436,91.813031,4.2,9,48.8,0
25.42609,91.81507,9.4,8,56.0,0
25.325332,91.758474,24.9,7,4.3,0
25.343836,91.767098,48.3,9,165.4,0
25.556049,91.880307,29.2,17,56.5,0
25.409726,91.804276,9.0,8,109.7,0
25.280393,91.736784,21.1,10,10.9,0
25.399736,91.798938,22.5,15,89.1,0
25.298055,91.7483,7.8,9,373.1,1
25.444498,91.824308,20.1,7,40.3,0
25.487005,91.848882,12.4,16,53.1,0
25.385392,91.792394,12.5,11,49.5,0
25.444855,91.825306,21.6,17,37.6,0
25.364374,91.780565,17.9,7,34.7,0
25.543338,91.871756,9.7,14,25.2,0
25.531204,91.866626,27.4,11,14.9,0
25.424527,91.813774,17.3,12,14.4,0
25.433424,91.819499,17.0,7,90.6,0
25.52507,91.863166,25.9,9,89.1,0
25.538508,91.869346,48.9,15,5.9,0
25.353152,91.773911,26.8,15,6.0,0
25.440542,91.82233,21.0,15,18.8,0
25.400175,91.800012,14.6,8,8.3,0
25.476864,91.841576,10.4,12,109.5,0
25.297644,91.7439,110.5,1,54.8,1
25.520615,91.862272,6.1,8,2.7,0
25.478714,91.843496,53.1,15,22.8,0
25.484257,91.846243,17.3,10,55.1,0
25.505853,91.857163,16.7,9,85.0,0
25.404831,91.803155,18.8,15,45.8,0
25.408715,91.804358,18.7,15,47.1,0
25.359064,91.77704,9.8,10,21.2,0
25.287406,91.740156,6.9,16,32.8,0
25.464777,91.83646,11.7,10,46.0,0
25.479196,91.844394,21.7,13,38.6,0
25.436857,91.821518,16.0,17,101.3,0
25.481535,91.846696,59.0,11,136.1,0
25.466286,91.83748,22.6,14,63.7,0
25.449324,91.826785,32.2,15,60.1,0
25.571341,91.889623,19.2,9,62.2,0
25.494531,91.852002,19.5,15,19.6,0
25.475,91.84095,9.0,15,69.7,0
25.276672,91.734722,6.7,11,28.5,0
25.50087,91.858475,28.8,22,426.6,1
25.381817,91.789599,6.9,17,29.1,0
25.506564,91.855926,18.8,9,72.3,0
25.397618,91.798571,17.1,9,10.3,0
25.40459,91.803976,7.7,15,138.7,0
25.41057,91.804818,34.0,14,102.6,0
25.289396,91.741417,20.8,9,69.9,0
25.326423,91.759369,22.8,11,23.8,0
25.454858,91.83104,5.8,10,54.8,0
25.305982,91.754969,27.3,19,687.9,1
25.552048,91.877606,27.0,17,29.8,0
25.274334,91.730295,1.6,3,371.0,1
25.571004,91.888538,22.6,16,21.7,0
25.468362,91.83859,26.2,12,59.5,0
25.508306,91.857869,7.0,13,56.5,0
25.56174,91.883322,31.1,9,15.6,0
25.42568,91.814145,8.9,15,11.8,0
25.423581,91.812968,9.5,10,12.9,0
25.546867,91.874038,17.5,10,11.3,0
25.45776,91.832648,17.2,9,54.5,0
25.47319,91.840425,44.3,15,23.0,0
25.338086,91.765925,41.2,8,31.4,0
25.431627,91.817831,38.0,9,25.4,0
25.568493,91.886243,8.2,9,95.4,0
25.439324,91.820747,53.6,8,107.0,0
25.451442,91.828016,10.0,13,54.8,0
25.464077,91.834918,17.5,15,66.2,0
25.301879,91.74685,28.1,14,51.2,0
25.376646,91.787724,12.7,15,68.0,0
25.411711,91.806586,13.1,13,7.8,0
25.528699,91.865592,22.8,13,11.7,0
25.305628,91.748,26.6,15,3.3,0
25.448726,91.826593,8.7,11,46.5,0
25.462712,91.835413,13.3,12,55.7,0
25.35033,91.772645,26.4,15,23.4,0
25.447189,91.825062,111.1,3,112.3,1
25.336149,91.763267,26.0,14,122.6,0
25.462874,91.834931,5.3,9,0.1,0
25.410409,91.805643,18.9,18,13.7,0
25.283743,91.73756,9.2,12,63.4,0
25.482126,91.845542,8.1,11,8.2,0
25.548208,91.87481,28.1,15,15.0,0
25.499854,91.85336,26.2,12,60.1,0
25.354148,91.774704,50.9,8,17.3,0
25.31499,91.752255,51.6,15,50.3,0
25.320194,91.755677,8.8,8,1.4,0
25.541221,91.870535,2.7,14,19.5,0
25.365953,91.779587,12.3,9,145.8,0
25.349651,91.77219,8.5,15,15.7,0
25.473771,91.84082,13.8,11,16.0,0
25.287869,91.740331,26.2,10,29.4,0
25.379131,91.787791,26.3,15,59.8,0
25.451108,91.828671,5.9,15,27.1,0
25.327144,91.759631,11.2,17,10.4,0
25.418146,91.810345,21.3,13,25.7,0
25.36733,91.782641,50.3,11,77.0,0
25.53461,91.867043,12.9,6,82.8,0
25.407979,91.805056,26.3,10,60.7,0
25.469587,91.839519,37.4,7,83.7,0
25.42702,91.814594,29.2,9,40.6,0
25.347374,91.770675,22.7,15,8.6,0
25.302725,91.746658,19.3,15,6.9,0
25.34486,91.770004,8.7,10,62.0,0
25.415013,91.808386,33.1,8,4.4,0
25.366394,91.782275,36.7,11,92.0,0
25.481798,91.845244,34.7,12,19.4,0
25.313356,91.752502,13.2,12,62.1,0
25.389425,91.795,11.4,11,85.1,0
25.339063,91.765808,48.2,16,32.9,0
25.349819,91.771975,54.5,12,14.3,0
25.498995,91.853805,19.4,12,21.4,0
25.533652,91.867768,20.3,10,31.7,0
25.434631,91.819211,7.2,11,2.7,0
25.321269,91.755384,18.0,9,85.3,0
25.387446,91.792227,33.2,10,77.7,0
25.393692,91.795646,19.9,13,82.7,0
25.534083,91.867605,34.3,16,2.9,0
25.400155,91.799335,26.1,9,73.0,0
25.387823,91.792619,30.9,9,60.0,0
25.419908,91.810844,7.8,13,21.0,0
25.573817,91.890029,27.0,9,41.8,0
25.551844,91.877496,37.1,8,31.2,0
25.279373,91.73649,23.3,9,27.6,0
25.322295,91.757191,22.2,11,35.1,0
25.283099,91.738216,29.2,10,32.6,0
25.525491,91.864103,16.8,9,9.7,0
25.460007,91.832686,18.0,13,63.4,0
25.492425,91.851384,7.3,10,42.8,0
25.353033,91.774541,114.3,20,61.7,1
25.348157,91.771062,19.8,15,13.3,0
25.485241,91.847404,27.6,12,4.6,0
25.424597,91.812237,11.4,10,139.0,0
25.304665,91.746826,16.1,12,78.5,0
25.289629,91.740359,4.9,16,48.2,0
25.470734,91.840195,29.4,8,87.4,0
25.437534,91.820676,36.2,9,17.1,0
25.480646,91.844029,51.5,12,75.4,0
25.36055,91.778273,33.4,15,18.5,0
25.488291,91.847826,26.8,15,119.1,0
25.28621,91.740148,23.2,14,86.6,0
25.452191,91.828778,39.2,10,21.2,0
25.278708,91.735992,19.6,8,7.4,0
25.440624,91.823239,23.1,18,65.2,0
25.407766,91.80422,27.0,10,9.2,0
25.346427,91.770192,11.8,14,4.4,0
25.354312,91.774274,14.6,11,33.4,0
25.531277,91.865981,39.8,15,54.7,0
25.277972,91.736291,24.9,10,71.4,0
25.311905,91.750987,22.3,13,7.0,0
25.402085,91.801259,14.6,8,9.8,0
25.573327,91.890649,43.8,12,45.5,0
25.49828,91.853194,41.0,9,12.2,0
25.342502,91.76835,8.3,13,28.5,0
25.369612,91.783638,39.0,9,50.6,0
25.355007,91.775811,17.4,14,78.6,0
25.560006,91.882863,16.9,11,71.8,0
25.570238,91.888104,5.9,9,18.8,0
25.569998,91.88745,15.2,12,67.3,0
25.575749,91.891704,12.5,9,6.3,0
25.561402,91.883006,29.1,9,5.0,0
25.28893,91.741185,31.4,15,67.6,0
25.362431,91.779587,19.4,13,44.6,0
25.566737,91.887013,28.4,9,79.1,0
25.277148,91.73487,52.8,14,35.2,0
25.474601,91.841893,21.4,11,43.6,0
25.480722,91.844636,10.3,13,20.4,0
25.347326,91.770332,60.0,9,39.3,0
25.316356,91.752867,5.0,13,64.6,0
25.447961,91.826111,7.0,9,52.0,0
25.538561,91.869791,12.5,14,37.9,0
25.438824,91.821551,8.7,9,1.7,0
25.518587,91.861414,5.5,16,2.1,0
25.302017,91.745834,60.0,11,58.2,0
25.420809,91.810607,11.4,13,92.8,0
25.567551,91.887297,44.7,15,59.2,0
25.351193,91.772957,6.5,16,7.0,0
25.412164,91.805742,4.0,9,98.8,0
25.316227,91.763596,7.0,6,986.4,1
25.274009,91.733757,34.6,13,4.8,0
25.321003,91.755491,8.1,9,60.5,0
25.391649,91.796942,8.8,10,153.8,0
25.3472,91.769979,15.0,10,66.9,0
25.36875,91.782423,10.6,12,21.0,0
25.412592,91.807404,20.4,12,39.7,0
25.306203,91.748845,14.4,14,56.2,0
25.461544,91.834347,22.1,17,15.1,0
25.384166,91.790167,20.5,10,100.9,0
25.533405,91.868394,16.0,9,106.7,0
25.453373,91.829249,51.7,13,39.2,0
25.38173,91.789908,16.8,12,5.6,0
25.310925,91.750347,42.1,15,16.2,0
25.423207,91.812572,47.8,9,31.2,0
25.338745,91.76599,24.3,8,2.0,0
25.524954,91.863839,27.5,7,14.8,0
25.552295,91.877035,28.7,17,38.7,0
25.304309,91.748323,25.6,16,89.7,0
25.302865,91.746401,55.7,14,39.4,0
25.328009,91.760106,17.4,8,9.8,0
25.571191,91.889011,18.2,15,12.6,0
25.340473,91.767771,30.8,9,81.9,0
25.548448,91.875418,24.0,12,29.0,0
25.444315,91.824169,43.2,14,43.9,0
25.28821,91.739942,16.3,11,25.6,0
25.530583,91.865611,30.5,14,64.3,0
25.576144,91.893152,13.8,13,121.4,0
25.37886,91.788514,17.2,10,25.1,0
25.29055,91.740713,89.3,9,54.3,1
25.491017,91.850161,11.9,11,25.4,0
25.465858,91.83742,8.1,13,81.0,0
25.528781,91.866663,13.0,13,119.0,0
25.37207,91.784443,21.6,6,3.9,0
25.294599,91.743204,11.7,15,13.7,0
25.479018,91.844181,27.7,10,27.4,0
25.33952,91.766362,37.8,13,3.7,0
25.351689,91.773969,27.0,11,78.7,0
25.317007,91.753308,40.4,15,56.9,0
25.396331,91.7977,12.7,7,25.5,0
25.411706,91.806218,21.4,11,27.8,0
25.276321,91.735442,3.5,9,60.7,0
25.379157,91.788188,55.5,10,22.7,0
25.338255,91.765789,60.0,14,9.0,0
25.420505,91.811157,17.7,9,22.8,0
25.480647,91.844848,23.3,8,4.3,0
25.371477,91.783805,46.0,8,33.9,0
25.48339,91.846465,28.0,10,13.3,0
25.553022,91.878,29.3,15,11.3,0
25.295973,91.74426,40.3,10,58.1,0
25.497253,91.853281,32.1,11,39.3,0
25.418064,91.81001,21.4,8,2.5,0
25.498147,91.852648,30.8,12,63.1,0
25.322175,91.756978,22.2,15,20.8,0
25.536431,91.869028,21.0,9,47.1,0
25.343408,91.768787,14.8,9,22.0,0
25.365992,91.781446,90.7,19,33.0,1
25.547515,91.874428,29.6,13,11.5,0
25.454147,91.829708,9.1,9,36.4,0
25.3777,91.788132,6.6,9,50.7,0
25.481489,91.846515,25.2,13,121.0,0
25.464105,91.835663,9.6,16,4.8,0
25.311083,91.749729,60.0,9,84.9,0
25.501062,91.854697,17.0,14,28.2,0
25.323264,91.7574,60.0,8,3.0,0
25.490766,91.851063,10.1,11,78.2,0
25.401345,91.800554,21.0,16,18.8,0
25.274053,91.730797,0.7,1,307.3,1
25.342696,91.767691,29.5,16,46.0,0
25.487126,91.849117,15.5,9,69.5,0
25.565811,91.885065,8.1,14,53.1,0
25.350753,91.771813,4.9,9,80.5,0
25.543215,91.871241,1.7,9,67.1,0
25.501152,91.853921,29.9,11,55.8,0
25.337164,91.765293,13.6,13,19.6,0
25.299331,91.744339,26.3,9,87.3,0
25.316287,91.752277,15.9,13,118.3,0
25.44266,91.82346,12.3,9,23.4,0
25.490785,91.849797,13.6,9,53.5,0
25.345336,91.769739,14.6,10,10.5,0
25.348541,91.771321,3.9,7,8.8,0
25.329163,91.760441,18.5,9,19.9,0
25.454693,91.830722,13.8,12,32.8,0
25.40529,91.80275,17.0,10,18.4,0
25.486367,91.848153,11.6,12,16.7,0
25.507964,91.857722,31.8,9,55.4,0
25.566627,91.886796,29.2,13,64.7,0
25.279934,91.73677,4.4,9,30.5,0
25.331895,91.761788,33.4,13,36.6,0
25.369573,91.784407,21.4,11,127.6,0
25.30018,91.738962,1.0,2,671.9,1
25.412869,91.806001,17.6,17,111.7,0
25.466644,91.836935,31.4,10,8.7,0
25.551188,91.877513,41.4,14,70.6,0
25.314165,91.75193,18.6,9,37.4,0
25.424853,91.814179,21.0,10,36.2,0
25.496046,91.852842,31.1,11,43.8,0
25.454781,91.830378,13.7,10,5.4,0
25.525958,91.863639,31.3,12,76.9,0
25.396046,91.798485,17.1,8,66.3,0
25.432697,91.818662,43.1,13,48.4,0
25.413333,91.807829,21.6,14,41.0,0
25.486037,91.848659,29.7,16,83.7,0
25.457905,91.831655,47.5,13,50.1,0
25.418966,91.809703,46.0,8,81.1,0
25.514804,91.86061,16.5,9,71.2,0
25.525521,91.864866,29.9,11,68.0,0
25.307529,91.74922,24.0,16,33.7,0
25.432944,91.818593,6.1,10,28.3,0
25.453016,91.829792,24.4,12,32.9,0
25.282955,91.737617,51.3,15,21.6,0
25.559817,91.882442,26.0,11,42.6,0
25.456967,91.831941,12.7,7,28.5,0
25.270299,91.733061,31.9,11,94.1,0
25.303563,91.746768,10.7,9,34.1,0
25.550343,91.87692,18.3,17,62.8,0
25.368285,91.782743,5.9,15,35.3,0
25.296974,91.744944,41.8,8,81.8,0
25.361381,91.779181,2.5,10,61.9,0
25.571421,91.889022,19.1,10,0.4,0
25.290636,91.741599,6.6,13,31.8,0
25.360415,91.777469,3.1,7,52.5,0
25.357499,91.776821,18.3,16,42.1,0
25.340159,91.766151,35.6,7,58.8,0
25.321009,91.757201,16.7,9,105.6,0
25.403217,91.801448,39.8,8,33.0,0
25.332816,91.763343,25.0,6,64.9,0
25.553186,91.878266,29.8,8,27.1,0
25.434177,91.818117,10.1,11,84.7,0
25.431225,91.818068,26.4,9,70.2,0
25.523331,91.863664,27.8,17,34.3,0
25.473059,91.841546,20.2,13,93.2,0
25.423191,91.812453,22.9,15,41.9,0
25.444492,91.82546,29.2,16,72.2,0
25.300874,91.746199,23.7,9,31.1,0
25.570685,91.887805,34.3,10,73.1,0
25.50381,91.855193,36.8,15,34.2,0
25.532741,91.867116,26.5,16,2.0,0
25.361051,91.778709,21.7,9,33.8,0
25.337975,91.765985,28.4,11,43.2,0
25.412145,91.806494,21.0,10,24.6,0
25.275381,91.731384,0.8,0,308.3,1
25.565012,91.884574,36.4,15,53.8,0
25.31033,91.750235,20.6,12,5.0,0
25.477757,91.843734,38.7,17,52.1,0
25.540362,91.870588,32.1,13,35.1,0
25.366576,91.780931,14.6,7,48.7,0
25.420257,91.810642,47.7,9,59.6,0
25.316532,91.753627,24.8,12,0.2,0
25.462035,91.83393,23.1,16,51.9,0
25.397443,91.797846,38.1,12,71.3,0
25.43656,91.820092,37.3,10,21.4,0
25.493154,91.850655,14.8,15,62.8,0
25.418793,91.810557,43.3,9,11.3,0
25.574206,91.894738,11.9,15,384.2,1
25.389189,91.793795,35.0,11,19.4,0
25.465542,91.836608,26.6,10,19.0,0
25.527414,91.865011,18.6,10,4.7,0
25.292753,91.743083,28.6,13,85.7,0
25.475631,91.841318,18.1,7,68.0,0
25.368124,91.782973,60.0,11,66.4,0
25.340768,91.767472,27.8,9,36.9,0
25.498134,91.853648,20.4,9,40.7,0
25.528536,91.866367,15.1,14,98.5,0
25.432836,91.817688,59.8,13,53.9,0
25.507296,91.857087,14.0,9,17.4,0
25.405043,91.801928,11.3,15,85.0,0
25.271881,91.733551,36.2,14,71.5,0
25.36479,91.779893,30.0,17,53.2,0
25.270977,91.732748,16.1,11,31.3,0
25.387611,91.794094,11.1,12,95.1,0
25.327847,91.759472,19.9,7,43.1,0
25.30664,91.748152,24.5,14,34.1,0
25.34492,91.77013,23.7,14,71.0,0
25.533885,91.866471,49.6,17,111.9,0
25.431459,91.81758,31.2,14,10.1,0
25.322904,91.758405,4.8,15,120.3,0
25.419675,91.811749,18.7,12,79.7,0
25.455674,91.825807,18.2,4,498.5,1
25.319378,91.76109,1.5,1,572.1,1
25.347067,91.770646,44.1,14,5.2,0
25.397511,91.798193,30.1,15,41.3,0
25.414101,91.808225,40.0,14,38.0,0
25.324553,91.758408,124.4,7,31.5,1
25.294703,91.744206,21.2,10,110.6,0
25.384966,91.792173,19.0,10,51.2,0
25.392687,91.794918,6.6,14,99.1,0
25.275909,91.734272,18.2,15,39.3,0
25.378781,91.787964,26.3,10,24.1,0
25.273675,91.734392,25.7,8,74.9,0
25.341776,91.769309,16.4,14,161.1,0
25.527286,91.864622,41.5,16,30.2,0
25.452504,91.82944,39.4,12,26.4,0
25.331446,91.760863,33.5,14,102.4,0
25.456998,91.837711,25.5,4,588.3,1
25.327176,91.760296,21.0,9,73.4,0
25.281264,91.736906,7.3,14,16.6,0
25.543352,91.871307,15.7,15,68.7,0
25.564695,91.883455,22.4,11,142.1,0
25.487959,91.849241,17.4,10,36.4,0
25.302584,91.745839,15.4,10,83.7,0
25.458723,91.833456,27.0,16,81.0,0
25.340532,91.767223,23.1,16,25.4,0
25.475525,91.841453,125.8,4,49.2,1
25.472578,91.840429,35.1,14,10.5,0
25.444779,91.826032,11.6,11,112.3,0
25.311826,91.750894,30.6,11,11.7,0
25.362905,91.77952,35.2,15,12.5,0
25.279645,91.735757,23.7,14,59.2,0
25.514689,91.860357,15.5,9,49.8,0
25.491702,91.851047,13.0,15,37.9,0
25.454613,91.830388,43.4,10,4.6,0
25.283498,91.738173,23.7,13,10.0,0
25.338223,91.77906,10.5,2,1302.1,1
25.321218,91.756046,11.3,16,18.1,0
25.347065,91.769956,15.3,13,61.8,0
25.341986,91.76847,18.1,13,68.1,0
25.37992,91.789672,101.2,12,80.5,1
25.298136,91.744061,8.3,10,61.0,0
25.435955,91.819976,17.5,7,0.1,0
25.448837,91.826343,19.0,10,76.7,0
25.381363,91.789562,40.3,17,8.2,0
25.576312,91.891574,21.8,10,38.5,0
25.359829,91.777441,15.0,7,300.0,1
25.356103,91.775732,20.1,11,11.6,0
25.578112,91.893266,21.5,11,32.2,0
25.45711,91.831562,15.4,16,16.1,0
25.520575,91.862908,14.9,17,70.1,0
25.571667,91.88912,2.2,14,4.5,0
25.358836,91.780389,3.1,5,317.0,1
25.289141,91.741253,31.6,16,64.9,0
25.552197,91.87804,50.5,10,62.6,0
25.274127,91.730748,0.4,1,315.7,1
25.440188,91.822033,11.6,13,28.6,0
25.34501,91.768348,13.9,15,107.2,0
25.349011,91.772148,29.9,9,46.2,0
25.438181,91.820609,17.4,16,58.6,0
25.317848,91.753902,54.2,10,44.6,0
25.383235,91.790808,36.8,8,11.9,0
25.416242,91.808356,28.9,15,65.0,0
25.446387,91.825905,18.6,10,13.1,0
25.319192,91.759547,1.6,22,432.1,1
25.378325,91.78762,42.8,9,33.0,0
25.414611,91.807712,15.7,15,39.4,0
25.30582,91.748739,25.6,10,62.9,0
25.574333,91.890311,26.8,9,44.7,0
25.320123,91.760655,1.9,2,489.6,1
25.368237,91.781762,49.0,14,57.6,0
25.394812,91.797737,21.1,16,60.3,0
25.317506,91.754261,49.5,9,8.8,0
25.529832,91.866117,39.4,12,19.0,0
25.503235,91.856582,60.0,14,133.1,0
25.383822,91.790933,17.0,12,7.7,0
25.515914,91.860043,50.3,17,33.3,0
25.543159,91.871001,94.0,22,86.8,1
25.408851,91.805069,26.6,10,14.8,0
25.318361,91.75502,38.5,13,36.5,0
25.386657,91.791941,19.5,15,62.9,0
25.554655,91.877927,8.3,13,89.9,0
25.304929,91.748964,8.7,9,126.4,0
25.495442,91.85314,7.6,9,99.5,0
25.351126,91.770613,60.0,8,217.5,0
25.413702,91.807856,16.3,12,23.7,0
25.277032,91.735284,4.1,8,12.2,0
25.534281,91.867226,22.6,16,50.3,0
25.513249,91.859232,16.5,14,7.0,0
25.437623,91.821831,38.1,8,90.5,0
25.411081,91.806906,18.1,15,72.9,0
25.374894,91.786448,19.0,12,38.5,0
25.548501,91.874308,21.4,11,79.8,0
